1199638808829939713,3g94e-af3bi
1195218718340472833,3g94e-af3bi
1302217543327727617,3g94e-af3bi
1343667866466304001,geua3-af3l8
1094890155146498048,3g94e-af3bi
1181033296936882176,3g94e-af3bi
1327857886513430529,3g94e-af3bi
1084693029535985664,3g94e-af3bi
1271462965393240064,3g94e-af3bi
1324996156900823041,geua3-af3l8
1207907085255499777,3g94e-af3bi
885451204129562625,geua3-af3l8
1303179872206876674,geua3-af3l8
147619348,3g94e-af3bi
4025673079,geua3-af3l8
982974679613767680,geua3-af3l8
1335585753150078977,geua3-af3l8
1324671571634446343,3g94e-af3bi
1082665788765401090,3g94e-af3bi
1334317818959970304,geua3-af3l8
136135227,3g94e-af3bi
1317202382472716288,3g94e-af3bi
3017235993,geua3-af3l8
1295104505776754688,3g94e-af3bi
1014514008760545281,3g94e-af3bi
94320899,geua3-af3l8
1215299895168401408,geua3-af3l8
990158133593980928,geua3-af3l8
105100004,geua3-af3l8
468330765,3g94e-af3bi
1330394172398989319,geua3-af3l8
1326003911325462528,3g94e-af3bi
148331157,3g94e-af3bi
1344207350148734980,3g94e-af3bi
1343043334525186049,geua3-af3l8
1335917928756068352,3g94e-af3bi
1301275177032933376,geua3-af3l8
1205703043896901632,3g94e-af3bi
1225324665121325056,3g94e-af3bi
1300429774997708800,3g94e-af3bi
942689594411073537,geua3-af3l8
1283010279933046784,geua3-af3l8
1324561997283815426,geua3-af3l8
1292011543895224321,geua3-af3l8
172557807,geua3-af3l8
1036989526567137280,3g94e-af3bi
1283602619202588672,geua3-af3l8
1258955357897949185,geua3-af3l8
1307623596626341890,3g94e-af3bi
1276545650516099074,3g94e-af3bi
1104354553632251905,3g94e-af3bi
3287595691,3g94e-af3bi
1273794417795584000,geua3-af3l8
1238997928426917888,geua3-af3l8
1291259321645273095,3g94e-af3bi
1003493179495100421,3g94e-af3bi
557720142,geua3-af3l8
1219094855256698881,3g94e-af3bi
807181248443531265,geua3-af3l8
1343775212647579648,geua3-af3l8
1288125137955381252,geua3-af3l8
794890702643609600,geua3-af3l8
1342868864732786688,3g94e-af3bi
1214474946383974402,3g94e-af3bi
1337118472241774592,3g94e-af3bi
3514636513,geua3-af3l8
1295486709887508480,geua3-af3l8
1116598498483269634,3g94e-af3bi
893878924383461376,geua3-af3l8
1286558314671685634,geua3-af3l8
1205066529252892672,3g94e-af3bi
1267071628531228674,3g94e-af3bi
1333034155,3g94e-af3bi
1231220025568006144,3g94e-af3bi
1206122490071662593,3g94e-af3bi
2173693370,3g94e-af3bi
1295170500532899840,3g94e-af3bi
1288680901589602305,3g94e-af3bi
1258396358739783680,geua3-af3l8
971333499603988480,3g94e-af3bi
928797869200482306,3g94e-af3bi
1127883403246706688,geua3-af3l8
1322311647361265665,geua3-af3l8
1295731168168402944,3g94e-af3bi
1308176293809156096,geua3-af3l8
959782649471512577,3g94e-af3bi
1291010662227832834,geua3-af3l8
1177124455304183808,geua3-af3l8
801969272297664512,geua3-af3l8
1273454060906004480,geua3-af3l8
1718350082,3g94e-af3bi
1253542670355460099,3g94e-af3bi
3239877918,geua3-af3l8
1330484054366404610,geua3-af3l8
1288587434779762688,geua3-af3l8
1308306795119570944,3g94e-af3bi
1329808684168278017,3g94e-af3bi
933105034329387008,geua3-af3l8
962562506118975488,3g94e-af3bi
1235463584508829696,3g94e-af3bi
1218361780251971594,geua3-af3l8
1009229568706662400,geua3-af3l8
1268365540751339521,3g94e-af3bi
1252828573179625473,geua3-af3l8
1323146921515442176,geua3-af3l8
1219221571069300737,geua3-af3l8
1232366725233905664,geua3-af3l8
1330213575592472581,3g94e-af3bi
1320131996908015617,3g94e-af3bi
1332687360559964161,3g94e-af3bi
2543757871,3g94e-af3bi
1266244453,3g94e-af3bi
1097381860156395520,geua3-af3l8
1327214882270285825,geua3-af3l8
