2021/06/21 17:26:05,1403606601542537221
2021/06/21 17:26:10,3032306568
2021/06/21 17:26:15,1403203630631690241
2021/06/21 17:26:20,2390431970
2021/06/21 18:00:06,822770331639115776
2021/06/21 18:00:11,1264338343870914560
2021/06/21 18:00:17,3296987437
2021/06/21 18:00:22,1381447524356026368
2021/06/21 18:00:27,3283646371
2021/06/21 18:00:32,1262047193852047363
2021/06/21 18:00:38,1323470879318142977
2021/06/21 18:00:43,727085452897865728
2021/06/21 18:00:48,2989807670
2021/06/21 18:00:54,992804569779392512
2021/06/21 18:00:59,1329771060338651136
2021/06/21 18:01:04,3312956634
2021/06/21 18:01:09,822049142939627520
2021/06/21 18:01:20,1356164182647816192
2021/06/21 18:01:25,2674204886
2021/06/21 18:01:31,1600668979
2021/06/21 18:01:36,2253401150
2021/06/21 18:01:41,1236528998705844225
2021/06/21 18:01:47,1308774836290822146
2021/06/21 18:01:52,924608661489467394
2021/06/21 18:01:57,1397487950049554432
2021/06/21 18:02:02,1250804923198914560
2021/06/21 18:02:07,1402117405288042500
2021/06/21 18:02:13,1405054469067268096
2021/06/21 18:02:18,3110002729
2021/06/21 19:30:03,288657426
2021/06/21 19:30:08,1289692381374160897
2021/06/21 19:30:14,1386921407804702726
2021/06/21 19:30:19,1401837435965767689
2021/06/21 19:30:24,1404827821634064385
2021/06/21 19:30:29,424821313
2021/06/21 19:30:34,1400962688231018498
2021/06/21 19:30:40,1187056961688240129
2021/06/21 19:30:45,1238308672515665920
2021/06/21 19:30:50,1313401302358007810
2021/06/21 19:30:55,1063354926422605824
2021/06/21 19:31:00,141937265
2021/06/21 19:31:06,1361480591611334658
2021/06/21 19:31:11,1349003068327817216
2021/06/21 19:31:16,1348637807598714884
2021/06/21 19:31:21,1189395266794770432
2021/06/21 19:31:27,68342982
2021/06/21 19:31:32,1334784371585249280
2021/06/21 19:31:37,1357269710283239425
2021/06/21 19:31:42,1356160777820901380
2021/06/21 19:31:48,14716057
2021/06/21 19:31:53,1356411436298166273
2021/06/21 19:31:58,1356091353805979648
2021/06/21 19:32:03,960379471739023360
2021/06/21 19:32:09,1213845360755396608
2021/07/07 00:06:03,2454274442
2021/07/07 00:06:08,1402489412018085888
2021/07/07 00:06:14,1409489735114969092
2021/07/07 00:06:19,1402608760150007809
2021/07/07 00:06:24,1389676291754848256
